관측일,평균기온,최저기온,최고기온
20211103,13.4,8.6,19.7
20211104,13.9,10,20.5
20211105,14,7.4,19.8
20211106,15.2,10.6,19.6
20211107,16.7,13.1,19.9
20211108,14.3,7,21
20211109,9,4.3,13.8
20211110,9.2,6.6,12.9
20211111,9,5,13.8
20211112,7.7,3.7,11.6
20211113,9.7,3.7,15.8
20211114,11.5,4.7,18
20211115,11,5.4,17.9
20211116,11.5,6.7,17.3
20211117,10.7,5.7,17
20211118,12,6,18.4
20211119,12.4,5.8,19.3
20211120,14,10.4,19.7
20211121,13.8,9.1,19.1
20211122,9.5,2.6,16
20211123,5.1,1.4,9.5
20211124,8.1,3.6,13.1
20211125,10.8,4.2,16.5
20211126,8.2,5.6,12.5
20211127,6.7,3.4,12
20211128,7.7,1.4,14.5
20211129,9.5,2.4,17.8
20211130,9.6,6,13
20211201,3.1,-1.3,6.2
20211202,3,-2.1,8.6
20211203,6.6,2.1,11
20211204,4.8,1.3,9.2
20211205,6.4,.5,13.3
20211206,8.9,2.7,15.3
20211207,10.1,6.4,14.7
20211208,9.3,5.8,13.1
